review,clean_review,tokens
balances my skin out beautifully must get for oily skin,balances skin beautifully must get oily skin,"['balances', 'skin', 'beautifully', 'must', 'get', 'oily', 'skin']"
i have two toners one for day and one for night i use toner then moisturizer and my skin is so clear theres a weird smell though i got used to it but it doesnt smell horrible just weird maybe its my bottle but idc cause it make my skin clear ,two toners one day one night use toner moisturizer skin clear theres weird smell though got used doesnt smell horrible weird maybe bottle idc cause make skin clear,"['two', 'toners', 'one', 'day', 'one', 'night', 'use', 'toner', 'moisturizer', 'skin', 'clear', 'theres', 'weird', 'smell', 'though', 'got', 'used', 'doesnt', 'smell', 'horrible', 'weird', 'maybe', 'bottle', 'idc', 'cause', 'make', 'skin', 'clear']"
at 37 i just got into the real skincare regime world partly as a result of covid the results overall have been nuts skincare serums double cleansing etc is so realbeing that i had no experience with toners i picked one arbitrarily that happened to have glycolic acid in it but after the irritation and getting my chemical exfoliating acids in other ways i decided to ditch it and try a gentler onei picked this after hearing about mario badescu for years never buying bc i thought it was an expensive brand plus didnt really do much for my skin but this toner was very affordable and omgone use and i could not believe how smooth and tight my skin felt like what magic is this the first toner i was using did not do this im now a customer for life wish id been using this my whole life,37 got real skincare regime world partly result covid results overall nuts skincare serums double cleansing etc realbeing no experience toners picked one arbitrarily happened glycolic acid irritation getting chemical exfoliating acids ways decided ditch try gentler onei picked hearing mario badescu years never buying bc thought expensive brand plus didnt really much skin toner affordable omgone use could not believe smooth tight skin felt like magic first toner using not im customer life wish id using whole life,"['37', 'got', 'real', 'skincare', 'regime', 'world', 'partly', 'result', 'covid', 'results', 'overall', 'nuts', 'skincare', 'serums', 'double', 'cleansing', 'etc', 'realbeing', 'no', 'experience', 'toners', 'picked', 'one', 'arbitrarily', 'happened', 'glycolic', 'acid', 'irritation', 'getting', 'chemical', 'exfoliating', 'acids', 'ways', 'decided', 'ditch', 'try', 'gentler', 'onei', 'picked', 'hearing', 'mario', 'badescu', 'years', 'never', 'buying', 'bc', 'thought', 'expensive', 'brand', 'plus', 'didnt', 'really', 'much', 'skin', 'toner', 'affordable', 'omgone', 'use', 'could', 'not', 'believe', 'smooth', 'tight', 'skin', 'felt', 'like', 'magic', 'first', 'toner', 'using', 'not', 'im', 'customer', 'life', 'wish', 'id', 'using', 'whole', 'life']"
love this product but about 13 of it was gone when i got it because the lid wasnt taped down and the product leaked over the entire envelope it was in along with the two other products in the envelope so i paid for 23 of a great product but shipping needs to make sure the lid spout is taped down to prevent this issue for others great product but terrible shipping,love product 13 gone got lid wasnt taped product leaked entire envelope along two products envelope paid 23 great product shipping needs make sure lid spout taped prevent issue others great product terrible shipping,"['love', 'product', '13', 'gone', 'got', 'lid', 'wasnt', 'taped', 'product', 'leaked', 'entire', 'envelope', 'along', 'two', 'products', 'envelope', 'paid', '23', 'great', 'product', 'shipping', 'needs', 'make', 'sure', 'lid', 'spout', 'taped', 'prevent', 'issue', 'others', 'great', 'product', 'terrible', 'shipping']"
very good nice smell moisturizing love it ,good nice smell moisturizing love,"['good', 'nice', 'smell', 'moisturizing', 'love']"
nice product  but a good bit leaked out ,nice product good bit leaked,"['nice', 'product', 'good', 'bit', 'leaked']"
i noticed a difference day 2 and smells like heaven ,noticed difference day 2 smells like heaven,"['noticed', 'difference', 'day', '2', 'smells', 'like', 'heaven']"
yes perfect leaves a fresh feeling ok for every day,yes perfect leaves fresh feeling ok every day,"['yes', 'perfect', 'leaves', 'fresh', 'feeling', 'ok', 'every', 'day']"
i love it it came exactly like the picture the parking is full,love came exactly like picture parking full,"['love', 'came', 'exactly', 'like', 'picture', 'parking', 'full']"
ive been using it for years i love the fact that its alcohol free so it doesnt make my pores larger or dry out my skin ,ive using years love fact alcohol free doesnt make pores larger dry skin,"['ive', 'using', 'years', 'love', 'fact', 'alcohol', 'free', 'doesnt', 'make', 'pores', 'larger', 'dry', 'skin']"
i have been using a neutrogena alcoholfree toner for about 20 years and was a bit worried at first when i found out neutrogena stopped making it  this new toner provides good moisture and always leaves my skin feeling great  it works just as well as the previous version blue bottle  the new one also has a completely different formulation with fewer ingredients and lacks any smell  i highly recommend this toner ,using neutrogena alcoholfree toner 20 years bit worried first found neutrogena stopped making new toner provides good moisture always leaves skin feeling great works well previous version blue bottle new one also completely different formulation fewer ingredients lacks smell highly recommend toner,"['using', 'neutrogena', 'alcoholfree', 'toner', '20', 'years', 'bit', 'worried', 'first', 'found', 'neutrogena', 'stopped', 'making', 'new', 'toner', 'provides', 'good', 'moisture', 'always', 'leaves', 'skin', 'feeling', 'great', 'works', 'well', 'previous', 'version', 'blue', 'bottle', 'new', 'one', 'also', 'completely', 'different', 'formulation', 'fewer', 'ingredients', 'lacks', 'smell', 'highly', 'recommend', 'toner']"
have used this product for a long time  always amazed that it removes leftover makeup and soap after washing my face but doesnt dry out the skin  good item ,used product long time always amazed removes leftover makeup soap washing face doesnt dry skin good item,"['used', 'product', 'long', 'time', 'always', 'amazed', 'removes', 'leftover', 'makeup', 'soap', 'washing', 'face', 'doesnt', 'dry', 'skin', 'good', 'item']"
theres nothing like the feeling after a shower when you use this on your face and you just feel your skin and pores all breathe its so nice there is  no biting sensation from any alcohol because this is alcohol free i use this twice a day and its a key part of my skin care routine im a firm believer this helps open all the pores so your skin can absorb all the creamsmoisturizers anti wrinkle products that come next in your skincare routine i have been using this for years and 100 recommend this product the bottle lasts so long that you really only have to buy this once or twice a year long time user face feels great,theres nothing like feeling shower use face feel skin pores breathe nice no biting sensation alcohol alcohol free use twice day key part skin care routine im firm believer helps open pores skin absorb creamsmoisturizers anti wrinkle products come next skincare routine using years 100 recommend product bottle lasts long really buy twice year long time user face feels great,"['theres', 'nothing', 'like', 'feeling', 'shower', 'use', 'face', 'feel', 'skin', 'pores', 'breathe', 'nice', 'no', 'biting', 'sensation', 'alcohol', 'alcohol', 'free', 'use', 'twice', 'day', 'key', 'part', 'skin', 'care', 'routine', 'im', 'firm', 'believer', 'helps', 'open', 'pores', 'skin', 'absorb', 'creamsmoisturizers', 'anti', 'wrinkle', 'products', 'come', 'next', 'skincare', 'routine', 'using', 'years', '100', 'recommend', 'product', 'bottle', 'lasts', 'long', 'really', 'buy', 'twice', 'year', 'long', 'time', 'user', 'face', 'feels', 'great']"
ive used this product for years and i have always loved it i was concerned when the container was different that maybe the product was different thankfully its the same  plan to continue to buy this product for years to come same as previous mixture,ive used product years always loved concerned container different maybe product different thankfully plan continue buy product years come previous mixture,"['ive', 'used', 'product', 'years', 'always', 'loved', 'concerned', 'container', 'different', 'maybe', 'product', 'different', 'thankfully', 'plan', 'continue', 'buy', 'product', 'years', 'come', 'previous', 'mixture']"
good price and cleans my face neck and chest well i wash my face with cleanser then use the toner ,good price cleans face neck chest well wash face cleanser use toner,"['good', 'price', 'cleans', 'face', 'neck', 'chest', 'well', 'wash', 'face', 'cleanser', 'use', 'toner']"
i like this product ,like product,"['like', 'product']"
its an excellent product and does a great job ,excellent product great job,"['excellent', 'product', 'great', 'job']"
nothing fancy here just a simple classic toner but effective at cleansing and leaving skin feeling fresh ,nothing fancy simple classic toner effective cleansing leaving skin feeling fresh,"['nothing', 'fancy', 'simple', 'classic', 'toner', 'effective', 'cleansing', 'leaving', 'skin', 'feeling', 'fresh']"
ive used and loved neutrogena products my whole life i personally like their purity and find them a solid and reliable brand i got a great price on this ,ive used loved neutrogena products whole life personally like purity find solid reliable brand got great price,"['ive', 'used', 'loved', 'neutrogena', 'products', 'whole', 'life', 'personally', 'like', 'purity', 'find', 'solid', 'reliable', 'brand', 'got', 'great', 'price']"
works great on my skin it doesnt dry my skin it doesnt dry your skin,works great skin doesnt dry skin doesnt dry skin,"['works', 'great', 'skin', 'doesnt', 'dry', 'skin', 'doesnt', 'dry', 'skin']"
the lack of safety seal had it leaked a small amount i hope this is really the product inside because the seal which is usually a pain in the butt was missing the package delivery was not a problem thank you the toner is great but it had no safety seal this time,lack safety seal leaked small amount hope really product inside seal usually pain butt missing package delivery not problem thank toner great no safety seal time,"['lack', 'safety', 'seal', 'leaked', 'small', 'amount', 'hope', 'really', 'product', 'inside', 'seal', 'usually', 'pain', 'butt', 'missing', 'package', 'delivery', 'not', 'problem', 'thank', 'toner', 'great', 'no', 'safety', 'seal', 'time']"
i use it every day ,use every day,"['use', 'every', 'day']"
i like this refreshing facial mist ,like refreshing facial mist,"['like', 'refreshing', 'facial', 'mist']"
most of these are all the same this one is light pulls dirt from pours,one light pulls dirt pours,"['one', 'light', 'pulls', 'dirt', 'pours']"
i knew this was going to be great the smell is the most beautiful just like roses in a gardenthe bottle is huge at an unbeatable price i will definitely purchase this toner again i am new to the rose products i bought the body cream and fell in luv with it i then purchased the toner shower gel the serum body lotion  face cream i am so excited to try them all together tomorrow ,knew going great smell beautiful like roses gardenthe bottle huge unbeatable price definitely purchase toner new rose products bought body cream fell luv purchased toner shower gel serum body lotion face cream excited try together tomorrow,"['knew', 'going', 'great', 'smell', 'beautiful', 'like', 'roses', 'gardenthe', 'bottle', 'huge', 'unbeatable', 'price', 'definitely', 'purchase', 'toner', 'new', 'rose', 'products', 'bought', 'body', 'cream', 'fell', 'luv', 'purchased', 'toner', 'shower', 'gel', 'serum', 'body', 'lotion', 'face', 'cream', 'excited', 'try', 'together', 'tomorrow']"
the price was great ,price great,"['price', 'great']"
this is witch hazel with a hint of rose water a little deceiving the way it is advertized personally i think it is a bit too harsh as is not a bad price though if this what youre looking for a little too harsh,witch hazel hint rose water little deceiving way advertized personally think bit harsh not bad price though youre looking little harsh,"['witch', 'hazel', 'hint', 'rose', 'water', 'little', 'deceiving', 'way', 'advertized', 'personally', 'think', 'bit', 'harsh', 'not', 'bad', 'price', 'though', 'youre', 'looking', 'little', 'harsh']"
im an older lady but this makes my skin feel absolutely amazing i use it every morning and my skin is so soft i get lots of compliments on how nice my face looks ,im older lady makes skin feel absolutely amazing use every morning skin soft get lots compliments nice face looks,"['im', 'older', 'lady', 'makes', 'skin', 'feel', 'absolutely', 'amazing', 'use', 'every', 'morning', 'skin', 'soft', 'get', 'lots', 'compliments', 'nice', 'face', 'looks']"
its a great toner and does the job unfortunately i have gone through several bottles a little too quickly because i travel often and when i open my suitcase the bottle is halfway gone because it spilled in my bag this is my only complaint please put a thicker cap on the bottle ,great toner job unfortunately gone several bottles little quickly travel often open suitcase bottle halfway gone spilled bag complaint please put thicker cap bottle,"['great', 'toner', 'job', 'unfortunately', 'gone', 'several', 'bottles', 'little', 'quickly', 'travel', 'often', 'open', 'suitcase', 'bottle', 'halfway', 'gone', 'spilled', 'bag', 'complaint', 'please', 'put', 'thicker', 'cap', 'bottle']"
cleans skin very well and smells good doesnt dry my skin out ,cleans skin well smells good doesnt dry skin,"['cleans', 'skin', 'well', 'smells', 'good', 'doesnt', 'dry', 'skin']"
love the scent and that it is lighter than astringent the smell is really refreshing ,love scent lighter astringent smell really refreshing,"['love', 'scent', 'lighter', 'astringent', 'smell', 'really', 'refreshing']"
like it very much works well on my skin feel fresh and clean ,like much works well skin feel fresh clean,"['like', 'much', 'works', 'well', 'skin', 'feel', 'fresh', 'clean']"
love it what can tell the difference in my face when i dont use it ,love tell difference face dont use,"['love', 'tell', 'difference', 'face', 'dont', 'use']"
love the refreshing feeling after using this i use it morningnight and sometimes during the day after a workout of time outside i use the small rounds cotton pads and a few drops and viola ,love refreshing feeling using use morningnight sometimes day workout time outside use small rounds cotton pads drops viola,"['love', 'refreshing', 'feeling', 'using', 'use', 'morningnight', 'sometimes', 'day', 'workout', 'time', 'outside', 'use', 'small', 'rounds', 'cotton', 'pads', 'drops', 'viola']"
i was pleasantly surprised by this toner i have been using a  much more expensive brand for some time now and really didnt feel like paying 10 for another tiny bottle so i decided to give this one a try i love it its as good or better than the one i used before it really cleans my skin and does not dry it out at all i feel super refreshed after each use and have encouraged my daughter to try it out too i will continue to buy this product and cross my fingers they do not discontinue it any time soon my new favorite toner,pleasantly surprised toner using much expensive brand time really didnt feel like paying 10 another tiny bottle decided give one try love good better one used really cleans skin not dry feel super refreshed use encouraged daughter try continue buy product cross fingers not discontinue time soon new favorite toner,"['pleasantly', 'surprised', 'toner', 'using', 'much', 'expensive', 'brand', 'time', 'really', 'didnt', 'feel', 'like', 'paying', '10', 'another', 'tiny', 'bottle', 'decided', 'give', 'one', 'try', 'love', 'good', 'better', 'one', 'used', 'really', 'cleans', 'skin', 'not', 'dry', 'feel', 'super', 'refreshed', 'use', 'encouraged', 'daughter', 'try', 'continue', 'buy', 'product', 'cross', 'fingers', 'not', 'discontinue', 'time', 'soon', 'new', 'favorite', 'toner']"
this bottle was way bigger than expected  gentle rose toner at a great price  this will last quite awhile great quality and value,bottle way bigger expected gentle rose toner great price last quite awhile great quality value,"['bottle', 'way', 'bigger', 'expected', 'gentle', 'rose', 'toner', 'great', 'price', 'last', 'quite', 'awhile', 'great', 'quality', 'value']"
"
                
            
                
            
            
        
    
    








  
  
    very hydrating toner smell good dry quick not sticky a definite must have in your facial routine 8 out of 10 ",hydrating toner smell good dry quick not sticky definite must facial routine 8 10,"['hydrating', 'toner', 'smell', 'good', 'dry', 'quick', 'not', 'sticky', 'definite', 'must', 'facial', 'routine', '8', '10']"
i love this toner it doesnt dry out my skin i dont have to use facial lotion if i dont want to because this toner is that good about hydrating my skin ive really enjoyed using this toner i plan on keep buying and using this facial toner ,love toner doesnt dry skin dont use facial lotion dont want toner good hydrating skin ive really enjoyed using toner plan keep buying using facial toner,"['love', 'toner', 'doesnt', 'dry', 'skin', 'dont', 'use', 'facial', 'lotion', 'dont', 'want', 'toner', 'good', 'hydrating', 'skin', 'ive', 'really', 'enjoyed', 'using', 'toner', 'plan', 'keep', 'buying', 'using', 'facial', 'toner']"
so i combed over reviews for a toner this toner has incredible reviews so i went with this i see why all the positive reviews the toner is very efficient great for sensitive skin does not leave my skin feeling stripped or dry its cleansing without being harsh and it has not caused any problems with my skin i would definitely buy this again and i recommend it five out of five gentle easy to use,combed reviews toner toner incredible reviews went see positive reviews toner efficient great sensitive skin not leave skin feeling stripped dry cleansing without harsh not caused problems skin would definitely buy recommend five five gentle easy use,"['combed', 'reviews', 'toner', 'toner', 'incredible', 'reviews', 'went', 'see', 'positive', 'reviews', 'toner', 'efficient', 'great', 'sensitive', 'skin', 'not', 'leave', 'skin', 'feeling', 'stripped', 'dry', 'cleansing', 'without', 'harsh', 'not', 'caused', 'problems', 'skin', 'would', 'definitely', 'buy', 'recommend', 'five', 'five', 'gentle', 'easy', 'use']"
i use this after a shower or after washing my face nice light fragrance and doesnt dry my skin feels nice and refreshing i like it very light fragrance face feels clean and fresh after using,use shower washing face nice light fragrance doesnt dry skin feels nice refreshing like light fragrance face feels clean fresh using,"['use', 'shower', 'washing', 'face', 'nice', 'light', 'fragrance', 'doesnt', 'dry', 'skin', 'feels', 'nice', 'refreshing', 'like', 'light', 'fragrance', 'face', 'feels', 'clean', 'fresh', 'using']"
feels and smells gentle going on the skin ,feels smells gentle going skin,"['feels', 'smells', 'gentle', 'going', 'skin']"
i bought on a whim cause i love the hydrating sprays and im glad i did i have dry aging skin and felt like toner was not the route to go but the days i incorporate this as part of my regiment after cleansing my skin sucks in my serums and lotion so much better perfect toner inexpensive effective and leaves my skin feeling clean,bought whim cause love hydrating sprays im glad dry aging skin felt like toner not route go days incorporate part regiment cleansing skin sucks serums lotion much better perfect toner inexpensive effective leaves skin feeling clean,"['bought', 'whim', 'cause', 'love', 'hydrating', 'sprays', 'im', 'glad', 'dry', 'aging', 'skin', 'felt', 'like', 'toner', 'not', 'route', 'go', 'days', 'incorporate', 'part', 'regiment', 'cleansing', 'skin', 'sucks', 'serums', 'lotion', 'much', 'better', 'perfect', 'toner', 'inexpensive', 'effective', 'leaves', 'skin', 'feeling', 'clean']"
i didnt like the smell,didnt like smell,"['didnt', 'like', 'smell']"
this is my second order  a refreshing facial toner that does not cause skin problems ,second order refreshing facial toner not cause skin problems,"['second', 'order', 'refreshing', 'facial', 'toner', 'not', 'cause', 'skin', 'problems']"
im not sure what ingredient s caused me irritation but something in this formula burned and irritated my skin and i use glycolic acid regularly and my skin tolerates it well im guessing its the added fragrance content i also noticed my skin breaking out badly while using this i rarely breakout at all my skin cleared up within a few days once i stopped using it burned my skin and made me breakout,im not sure ingredient caused irritation something formula burned irritated skin use glycolic acid regularly skin tolerates well im guessing added fragrance content also noticed skin breaking badly using rarely breakout skin cleared within days stopped using burned skin made breakout,"['im', 'not', 'sure', 'ingredient', 'caused', 'irritation', 'something', 'formula', 'burned', 'irritated', 'skin', 'use', 'glycolic', 'acid', 'regularly', 'skin', 'tolerates', 'well', 'im', 'guessing', 'added', 'fragrance', 'content', 'also', 'noticed', 'skin', 'breaking', 'badly', 'using', 'rarely', 'breakout', 'skin', 'cleared', 'within', 'days', 'stopped', 'using', 'burned', 'skin', 'made', 'breakout']"
i was previously using a more expensive toner but after discovering this product ill stick with is it smells great and my skin has been flawless ,previously using expensive toner discovering product ill stick smells great skin flawless,"['previously', 'using', 'expensive', 'toner', 'discovering', 'product', 'ill', 'stick', 'smells', 'great', 'skin', 'flawless']"
so i havent been able to properly shower much while i survive severe melong covid  the bezos state of oligarchy we inhabit removing my home care  my bodys atp production is so violently attacked i can barely stand some days and showering is virtually impossible without helpthis is by no means a substitute for showering that glorious feeling   but so far has been my favorite hygiene hack of em all its alcohol free and although my skin is historically not the most delicatesensitive ive applied it to a cotton pad and used it on not just my face my neck but alllll over essentially sanitizing my entire body in parts so i feel clean hallelujah rather than perpetually festering with crusted sweat in bed and giving me a nice rosy cripple glowits moisturizingtoning and smells nice without too many intense chemicalsits also affordable bc even doing that regularly since i ordered it  im only maybe a third of the way through the 45 bottle i highly recommend buying whatever brand bez0s is ripping off here tho bc  i dont need to explain his game to you rightoh and i would not credit this product but i had a horrific likely autoimmune rash breaking out on my face every month like clockwork for 5 months and  its disappearance coincided around the time of starting this product amazing cripple hygiene hack,havent able properly shower much survive severe melong covid bezos state oligarchy inhabit removing home care bodys atp production violently attacked barely stand days showering virtually impossible without helpthis no means substitute showering glorious feeling far favorite hygiene hack em alcohol free although skin historically not delicatesensitive ive applied cotton pad used not face neck alllll essentially sanitizing entire body parts feel clean hallelujah rather perpetually festering crusted sweat bed giving nice rosy cripple glowits moisturizingtoning smells nice without many intense chemicalsits also affordable bc even regularly since ordered im maybe third way 45 bottle highly recommend buying whatever brand bez0s ripping tho bc dont need explain game rightoh would not credit product horrific likely autoimmune rash breaking face every month like clockwork 5 months disappearance coincided around time starting product amazing cripple hygiene hack,"['havent', 'able', 'properly', 'shower', 'much', 'survive', 'severe', 'melong', 'covid', 'bezos', 'state', 'oligarchy', 'inhabit', 'removing', 'home', 'care', 'bodys', 'atp', 'production', 'violently', 'attacked', 'barely', 'stand', 'days', 'showering', 'virtually', 'impossible', 'without', 'helpthis', 'no', 'means', 'substitute', 'showering', 'glorious', 'feeling', 'far', 'favorite', 'hygiene', 'hack', 'em', 'alcohol', 'free', 'although', 'skin', 'historically', 'not', 'delicatesensitive', 'ive', 'applied', 'cotton', 'pad', 'used', 'not', 'face', 'neck', 'alllll', 'essentially', 'sanitizing', 'entire', 'body', 'parts', 'feel', 'clean', 'hallelujah', 'rather', 'perpetually', 'festering', 'crusted', 'sweat', 'bed', 'giving', 'nice', 'rosy', 'cripple', 'glowits', 'moisturizingtoning', 'smells', 'nice', 'without', 'many', 'intense', 'chemicalsits', 'also', 'affordable', 'bc', 'even', 'regularly', 'since', 'ordered', 'im', 'maybe', 'third', 'way', '45', 'bottle', 'highly', 'recommend', 'buying', 'whatever', 'brand', 'bez0s', 'ripping', 'tho', 'bc', 'dont', 'need', 'explain', 'game', 'rightoh', 'would', 'not', 'credit', 'product', 'horrific', 'likely', 'autoimmune', 'rash', 'breaking', 'face', 'every', 'month', 'like', 'clockwork', '5', 'months', 'disappearance', 'coincided', 'around', 'time', 'starting', 'product', 'amazing', 'cripple', 'hygiene', 'hack']"
the bottle is quite large so you get a lot of bang for your buck its refreshing and moisturizing and i love how my skin feels after using it its comparable to another large name toner but for a fraction of the price it does have a strong fragrance to it which i could see as a drawback i normally am sensitive to perfumes but this has not bothered me ,bottle quite large get lot bang buck refreshing moisturizing love skin feels using comparable another large name toner fraction price strong fragrance could see drawback normally sensitive perfumes not bothered,"['bottle', 'quite', 'large', 'get', 'lot', 'bang', 'buck', 'refreshing', 'moisturizing', 'love', 'skin', 'feels', 'using', 'comparable', 'another', 'large', 'name', 'toner', 'fraction', 'price', 'strong', 'fragrance', 'could', 'see', 'drawback', 'normally', 'sensitive', 'perfumes', 'not', 'bothered']"
i love this formula its light and i spray my locs as needed it smells great and it refreshes my locs when i need it i will purchase again thank you i use this on my locs,love formula light spray locs needed smells great refreshes locs need purchase thank use locs,"['love', 'formula', 'light', 'spray', 'locs', 'needed', 'smells', 'great', 'refreshes', 'locs', 'need', 'purchase', 'thank', 'use', 'locs']"
i was a little worried to try this because it vaguely listed fragrance as an ingredient often with my overly sensitive skin that means im allergic to whatever they put in but this didnt irritate me i use it once in the morning then at night i bought it to help with my aging sagging from weight loss double chin im only 44 and my neck is beginning to like im in my 70s im not a vain person but it was just gross this hasnt made it perfectly smooth but has helped a bunch it was so wrinkly looking that when i turned my neck the skin would just stay wrinkled in place in an odd way almost like a rooster neck or something i could pinch my neck skin together and it would stay pinched for a bit before finally going back into normal position since using this theres still some wrinkles but it has much more elasticity and has tightened up considerablyi wish i had thought to take before and after pictures i honestly didnt think it would work like it did or i thought i would have an allergic reaction extremely sensitive skin and this works good,little worried try vaguely listed fragrance ingredient often overly sensitive skin means im allergic whatever put didnt irritate use morning night bought help aging sagging weight loss double chin im 44 neck beginning like im 70s im not vain person gross hasnt made perfectly smooth helped bunch wrinkly looking turned neck skin would stay wrinkled place odd way almost like rooster neck something could pinch neck skin together would stay pinched bit finally going back normal position since using theres still wrinkles much elasticity tightened considerablyi wish thought take pictures honestly didnt think would work like thought would allergic reaction extremely sensitive skin works good,"['little', 'worried', 'try', 'vaguely', 'listed', 'fragrance', 'ingredient', 'often', 'overly', 'sensitive', 'skin', 'means', 'im', 'allergic', 'whatever', 'put', 'didnt', 'irritate', 'use', 'morning', 'night', 'bought', 'help', 'aging', 'sagging', 'weight', 'loss', 'double', 'chin', 'im', '44', 'neck', 'beginning', 'like', 'im', '70s', 'im', 'not', 'vain', 'person', 'gross', 'hasnt', 'made', 'perfectly', 'smooth', 'helped', 'bunch', 'wrinkly', 'looking', 'turned', 'neck', 'skin', 'would', 'stay', 'wrinkled', 'place', 'odd', 'way', 'almost', 'like', 'rooster', 'neck', 'something', 'could', 'pinch', 'neck', 'skin', 'together', 'would', 'stay', 'pinched', 'bit', 'finally', 'going', 'back', 'normal', 'position', 'since', 'using', 'theres', 'still', 'wrinkles', 'much', 'elasticity', 'tightened', 'considerablyi', 'wish', 'thought', 'take', 'pictures', 'honestly', 'didnt', 'think', 'would', 'work', 'like', 'thought', 'would', 'allergic', 'reaction', 'extremely', 'sensitive', 'skin', 'works', 'good']"
i used it to make homemade face masks and it worked well for that purpose it served its purpose,used make homemade face masks worked well purpose served purpose,"['used', 'make', 'homemade', 'face', 'masks', 'worked', 'well', 'purpose', 'served', 'purpose']"
nice fragrance works exactly as needed and at an inexpensive cost ,nice fragrance works exactly needed inexpensive cost,"['nice', 'fragrance', 'works', 'exactly', 'needed', 'inexpensive', 'cost']"
first off the scent is divine the subtle aroma of rose water is both refreshing and soothing creating a spalike experience every time i use it its the perfect way to start and end my day leaving my skin feeling rejuvenated and balancedbut its not just about the fragrancethe performance of this toner is outstanding the hydrating formula gently tones and refreshes my skin helping to remove any remaining traces of makeup or impurities without stripping away moisture i love how it leaves my skin feeling soft smooth and perfectly prepped for the next steps in my skincare routineone of the things i appreciate most about this toner is its simplicity with just a handful of ingredients including pure rose water and glycerin its perfect for those with sensitive skin or anyone looking to simplify their skincare routine plus its free from harsh chemicals and artificial fragrances so i can feel good about what im putting on my skinwhether im dealing with dryness dullness or just in need of a little pickmeup the amazon basics rose water hydrating toner always comes to the rescue its affordable effective and ohsorefreshinga true skincare essential in my book trust me once you try it youll wonder how you ever lived without it ,first scent divine subtle aroma rose water refreshing soothing creating spalike experience every time use perfect way start end day leaving skin feeling rejuvenated balancedbut not fragrancethe performance toner outstanding hydrating formula gently tones refreshes skin helping remove remaining traces makeup impurities without stripping away moisture love leaves skin feeling soft smooth perfectly prepped next steps skincare routineone things appreciate toner simplicity handful ingredients including pure rose water glycerin perfect sensitive skin anyone looking simplify skincare routine plus free harsh chemicals artificial fragrances feel good im putting skinwhether im dealing dryness dullness need little pickmeup amazon basics rose water hydrating toner always comes rescue affordable effective ohsorefreshinga true skincare essential book trust try youll wonder ever lived without,"['first', 'scent', 'divine', 'subtle', 'aroma', 'rose', 'water', 'refreshing', 'soothing', 'creating', 'spalike', 'experience', 'every', 'time', 'use', 'perfect', 'way', 'start', 'end', 'day', 'leaving', 'skin', 'feeling', 'rejuvenated', 'balancedbut', 'not', 'fragrancethe', 'performance', 'toner', 'outstanding', 'hydrating', 'formula', 'gently', 'tones', 'refreshes', 'skin', 'helping', 'remove', 'remaining', 'traces', 'makeup', 'impurities', 'without', 'stripping', 'away', 'moisture', 'love', 'leaves', 'skin', 'feeling', 'soft', 'smooth', 'perfectly', 'prepped', 'next', 'steps', 'skincare', 'routineone', 'things', 'appreciate', 'toner', 'simplicity', 'handful', 'ingredients', 'including', 'pure', 'rose', 'water', 'glycerin', 'perfect', 'sensitive', 'skin', 'anyone', 'looking', 'simplify', 'skincare', 'routine', 'plus', 'free', 'harsh', 'chemicals', 'artificial', 'fragrances', 'feel', 'good', 'im', 'putting', 'skinwhether', 'im', 'dealing', 'dryness', 'dullness', 'need', 'little', 'pickmeup', 'amazon', 'basics', 'rose', 'water', 'hydrating', 'toner', 'always', 'comes', 'rescue', 'affordable', 'effective', 'ohsorefreshinga', 'true', 'skincare', 'essential', 'book', 'trust', 'try', 'youll', 'wonder', 'ever', 'lived', 'without']"
ive used other brands similar pretty much the same but at a better price through amazon still works the same ,ive used brands similar pretty much better price amazon still works,"['ive', 'used', 'brands', 'similar', 'pretty', 'much', 'better', 'price', 'amazon', 'still', 'works']"
the strength and effectiveness of this toner is not the same something has changed larger bottle for less cost but quality of product seems less effective less strength,strength effectiveness toner not something changed larger bottle less cost quality product seems less effective less strength,"['strength', 'effectiveness', 'toner', 'not', 'something', 'changed', 'larger', 'bottle', 'less', 'cost', 'quality', 'product', 'seems', 'less', 'effective', 'less', 'strength']"
i am not sure if the price is worth it for a toner ,not sure price worth toner,"['not', 'sure', 'price', 'worth', 'toner']"
great toner  nondrying and skin drinks it  i prefer to spray 3 pumps onto clean washed hands and pat onto face  less product is waisted compared to misting it on the face or using a cotton round ,great toner nondrying skin drinks prefer spray 3 pumps onto clean washed hands pat onto face less product waisted compared misting face using cotton round,"['great', 'toner', 'nondrying', 'skin', 'drinks', 'prefer', 'spray', '3', 'pumps', 'onto', 'clean', 'washed', 'hands', 'pat', 'onto', 'face', 'less', 'product', 'waisted', 'compared', 'misting', 'face', 'using', 'cotton', 'round']"
